Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin,Medicago,Sanofi/GSK,SKYCovione,Valneva
2022-01-14,1735992800,513000005,193248202,56111902,22648285,57184298,50526188,812894,604,304,0,4,0,0
2022-01-15,1551798511,485201220,163639618,46841958,20833617,57207769,48313134,815939,359,159,0,2,0,0
2022-01-16,1194265213,265499567,160863166,28883699,20857173,57225594,48346897,817374,359,159,0,2,0,0
2022-01-17,1196752733,266993411,160968479,28892132,20920393,57307404,48444848,828723,359,159,0,2,0,0
2022-01-18,1509160841,469916813,161070149,46885731,20986961,57381301,48535209,838815,359,159,0,2,0,0
2022-01-19,1512776337,471818964,161156851,46914992,21055901,57452289,48622396,847238,359,159,0,2,0,0
2022-01-20,1516449134,473886200,161234733,46986762,21121690,57520360,48709091,859508,359,159,0,2,0,0
2022-01-21,1766506441,530789778,193784967,56418170,23025497,57597526,51074752,876114,610,304,0,4,0,0
2022-01-22,1578321585,500882490,164165032,47097682,21205019,57617471,48844226,882583,362,159,0,2,0,0
2022-01-23,1528099938,480578414,161384186,47096183,21219714,57632978,48874819,888649,362,159,0,2,0,0
2022-01-24,1530755392,481916546,161456836,47109891,21268209,57700232,48958023,904640,362,159,0,2,0,0
2022-01-25,1534039013,483133837,161533657,47117446,21313937,57766738,49037100,919152,362,159,0,2,0,0
2022-01-26,1222391696,281014684,161605935,28998924,21365325,57828295,49115240,932638,362,159,0,2,0,0
2022-01-27,1539266058,485540310,161684407,47138117,21422583,57870621,49197005,946110,362,159,0,2,0,0
2022-01-28,1791642935,543224589,194238386,56590000,23319408,57917956,51568214,961566,612,306,0,4,0,0
2022-01-29,1539976641,489967548,156798323,47212929,21500085,42101800,49320042,429197,363,160,0,2,0,0
2022-01-30,1594028666,512423071,159635973,47242526,21515174,42104450,49343273,432118,363,160,0,2,0,0
2022-01-31,1543725983,491617994,156867375,47238265,21571046,42137315,49414292,442331,365,160,0,2,0,0
2022-02-01,1546397808,492700824,156910249,47251226,21619597,42176253,49483093,453136,365,160,0,2,0,0
2022-02-02,1549230696,493800101,156955747,47269702,21660957,42269909,49547458,461021,365,160,0,2,0,0
2022-02-03,1552041063,494879717,156999944,47291380,21696545,42305750,49608252,467625,365,160,0,2,0,0
2022-02-04,1805703021,552792442,189512869,56749683,23585561,42367082,51967346,474975,616,308,0,4,0,0
2022-02-05,1559819867,498157155,157094874,47344796,21756628,42384806,49709142,477033,366,161,0,2,0,0
2022-02-06,1614315050,520968014,159938775,47372618,21768663,42399649,49730051,477590,366,161,0,2,0,0
2022-02-07,1563312890,499627834,157175610,47364217,21805489,42468379,49794810,484855,366,161,0,2,0,0
2022-02-08,1565886737,500552785,157221189,47375955,21841493,42542883,49859899,491490,366,161,0,2,0,0
2022-02-09,1568571046,501497605,157262885,47393262,21871308,42620712,49921866,498866,366,161,0,2,0,0
2022-02-10,1571155940,502479600,157304676,47409552,21904006,42701756,49983377,504817,366,161,0,2,0,0
2022-02-11,1825717197,560684753,189816022,56877669,23778968,42792376,52339323,510522,617,310,0,4,0,0
2022-02-12,1577411587,505147418,157389414,47453331,21950741,42827942,50075058,512052,368,162,0,2,0,0
2022-02-13,1632220139,528199302,160226408,47479875,21960658,42849745,50093696,513240,368,162,0,2,0,0
2022-02-14,1580400122,506517071,157443669,47469380,21996949,42926859,50146568,518508,4746,162,0,2,0,0
2022-02-15,1582698766,507353685,157479621,47481522,22023832,43006256,50199861,524124,9918,162,0,2,0,0
2022-02-16,1584885918,508173380,157513726,47493399,22049562,43086710,50254062,529636,15222,162,0,2,0,0
2022-02-17,1586991769,509010125,157548946,47507544,22071905,43165133,50309321,534689,20526,162,0,2,0,0
2022-02-18,1842689469,567322673,190056027,56988060,23940388,43256658,52666063,539289,26413,310,0,4,0,0
2022-02-19,1593055647,511259362,166872965,50553602,22102802,43293416,69366065,540426,28217,162,0,2,0,0
2022-02-20,1324282207,326944761,169729120,32211683,22106307,43313767,69386050,540939,28341,162,0,2,0,0
2022-02-21,1271626594,304985412,166951314,32206517,22124106,43384344,69462179,545684,32545,162,0,2,0,0
2022-02-22,1597758872,513280420,167106232,50608852,22142002,43458089,69530060,551242,35758,162,0,2,0,0
2022-02-23,1599325261,518464326,167199766,50638841,22161465,43531599,69610918,556422,38532,162,0,2,0,0
2022-02-24,1586416169,516227532,163236055,50639854,22178392,33794375,69683132,561864,41387,162,0,2,0,0
2022-02-25,1842376622,574565718,195773877,60142099,24041797,33870843,72096979,566975,44989,310,0,4,0,0
2022-02-26,1590955094,518249394,163377158,50708434,22202604,33899436,69815280,568148,47113,162,0,2,0,0
2022-02-27,1320623821,333302101,166232757,32304696,22204636,33918705,69865528,568817,49552,162,0,2,0,0
2022-02-28,1593182711,519562465,163500911,50746951,22208046,33981272,69932073,569817,61054,162,0,2,0,0
2022-03-01,1594706278,520213768,163577568,50768194,22208660,34033806,69961780,570342,74456,162,0,2,0,0
2022-03-02,1596303365,520928574,163614863,50786253,22213826,34076919,69997076,574368,87503,162,0,2,0,0
2022-03-03,1597423103,517002356,153895264,47658151,22218662,34119318,50793738,578449,100664,162,0,2,0,0
2022-03-04,1878379733,580311099,196171720,68129844,24069232,34175783,72416173,581884,122420,314,0,4,0,0
2022-03-05,1601752782,523819371,163772279,50844605,22225588,34199777,70144001,582582,131507,164,0,2,0,0
2022-03-06,1654175970,542303572,156687301,47707488,22227393,30970531,50851122,582786,139312,164,0,2,0,0
2022-03-07,1627361947,520241959,154009110,55557127,22233292,34267436,50876268,585759,158218,164,0,2,0,0
2022-03-08,1605087833,525946413,164038863,50886711,22238028,34310456,70245747,587662,174541,164,0,2,0,0
2022-03-09,1630811337,526613143,164123922,58788832,22243963,34351679,70284197,590272,184520,164,0,2,0,0
2022-03-10,1631669591,522157264,154135031,55626875,22249766,34394706,50941733,592665,198706,164,0,2,0,0
2022-03-11,1889288914,586217732,196777197,68374828,24101375,34452136,72672566,595022,228832,316,0,6,0,0
2022-03-12,1611263969,529321076,164403460,50957933,22257795,34472492,70396347,595532,233157,165,0,3,0,0
2022-03-13,1691387951,552638182,167281824,58943713,22258469,34489153,70409705,595742,234560,165,0,3,0,0
2022-03-14,1637581926,530476860,164556111,58946901,22263846,34530790,70444726,598092,243841,165,0,3,0,0
2022-03-15,1638959071,531094736,164663727,58975795,22268723,34570510,70475202,600970,251546,165,0,3,0,0
2022-03-16,1640279809,531715802,164765720,59005954,22273661,34607972,70514378,604007,259075,165,0,3,0,0
2022-03-17,1641568028,532378893,164860064,59035231,22278847,34644406,70589909,606780,265967,165,0,3,0,0
2022-03-18,1898949769,591633043,197394930,68552782,24128889,34697062,72924544,609838,288906,318,0,6,0,0
2022-03-19,1644689329,534367877,164987752,59083805,22285114,34713671,70631857,610360,286134,166,0,3,0,0
2022-03-20,1693923291,542420237,157422033,55773737,22285986,34725318,51127591,610604,287823,166,0,3,0,0
2022-03-21,1645923346,535180332,165125305,59097760,22290771,34763193,70676292,613894,297156,166,0,3,0,0
2022-03-22,1646987245,535633657,165240925,59108888,22294305,34799814,70704326,616587,309393,166,0,3,0,0
2022-03-23,1648242138,536186122,165357815,59145903,22298609,34833268,70739033,619871,322120,166,0,3,0,0
2022-03-24,1649457248,536749163,165468132,59193984,22299476,34867053,70754485,620208,334391,166,0,3,0,0
2022-03-25,1907368790,596338255,198050978,68725364,24148322,34916601,73085606,623232,366487,320,0,6,0,0
2022-03-26,1652465208,538550638,165715919,59264069,22305094,34932196,70797296,623810,365325,167,0,3,0,0
2022-03-27,1708263591,561727177,168636780,59298018,22305836,34945417,70810363,623978,369583,167,0,3,0,0
2022-03-28,1628718036,539410748,165983550,51139446,22309648,34978632,70836015,626192,384707,167,0,3,0,0
2022-03-29,1655066736,539831292,166112645,59320295,22313124,35008039,70861531,628285,397428,167,0,3,0,0
2022-03-30,1656235666,540282771,166248306,59358969,22316463,35036916,70886968,630263,407734,167,0,3,0,0
2022-03-31,1657432029,540767405,166393331,59396316,22319174,35064415,70910371,632566,418676,167,0,3,0,0
2022-04-01,1915079846,594814833,188155379,65570070,24166198,35102465,53644819,634486,451548,320,0,6,0,0
2022-04-02,1634095102,536523400,155816320,47844878,22321197,35112788,51345545,634728,443184,167,0,3,0,0
2022-04-03,1684934212,555635354,169654620,51177330,22321307,35122733,70964613,634908,444362,167,0,3,0,0
2022-04-04,1661735485,542978374,166962682,59473719,22322883,35148818,70983548,637157,451541,167,0,3,0,0
2022-04-05,1662885790,543419978,167032307,59492733,22324425,35158410,70999403,639662,457674,167,0,3,0,0
2022-04-06,1664068810,543837008,167165927,59517942,22325921,35180846,71026476,642293,464439,167,0,3,0,0
2022-04-07,1665311084,544377177,167274393,59544764,22327213,35203035,71048124,644881,470394,167,0,3,0,0
2022-04-08,1924310821,604668877,199850187,69080687,24174307,35240108,73377752,647276,503873,320,0,6,0,0
2022-04-09,1667779832,540355464,156430453,56209288,22329422,35249444,51439889,647708,489087,167,0,3,0,0
2022-04-10,1724705369,569409250,170335687,59632627,22329652,35258633,71091565,647820,489906,167,0,3,0,0
2022-04-11,1669831201,546882759,167598713,59621917,22330800,35282676,71105134,651373,494581,167,0,3,0,0
2022-04-12,1670999570,547364261,167681676,59643155,22332192,35303568,71123153,654623,499018,167,0,3,0,0
2022-04-13,1672215795,547874546,167762568,59669654,22333788,35323172,71147499,658091,503904,167,0,3,0,0
2022-04-14,1673284435,548390984,167831072,59686719,22334160,35347413,71158373,658948,509041,167,0,3,0,0
2022-04-15,1929068713,603006097,189097435,65802023,24179700,32117677,53810132,659233,537906,320,0,6,0,0
2022-04-16,1313311243,330197015,156760434,29270076,22334735,35365160,51506011,659781,518177,167,0,3,0,0
2022-04-17,1647845579,550294324,167856425,51337124,22334795,32121869,71177734,659922,518367,167,0,3,0,0
2022-04-18,1676904567,550557056,168003074,59727508,22336677,35381220,71192479,665100,519706,167,0,3,0,0
2022-04-19,1677282758,545113787,156877113,56314229,22338836,35402362,51538037,670998,524133,167,0,3,0,0
2022-04-20,1678892926,551330153,168220295,59756045,22342161,35419456,71231874,677965,528665,167,0,3,0,0
2022-04-21,1680113304,551867606,168288193,59780020,22344790,35435279,71246274,685268,532795,167,0,3,0,0
2022-04-22,1601831292,391628351,189466814,47214920,24192798,35464136,53890642,692169,566893,320,0,6,0,0
2022-04-23,1683133875,553339559,168489028,59832400,22348190,35467089,71277243,694174,544895,167,0,3,0,0
2022-04-24,1714009032,576879946,171344505,51429361,22348225,35471818,71288476,694455,546492,167,0,3,0,0
2022-04-25,1684539634,553933609,168672179,59858841,22351001,35487890,71305723,700971,548257,167,0,3,0,0
2022-04-26,1685831408,554482258,168778865,59880517,22353037,35502653,71320538,707176,551866,167,0,3,0,0
2022-04-27,1687066672,554988627,168908229,59906317,22354205,35516243,71335834,712617,555779,167,0,3,0,0
2022-04-28,1348544026,333224667,157135693,37756999,22355302,35531176,51646116,719695,559271,167,0,3,0,0
2022-04-29,1948286998,616192091,201710009,69473041,24202030,35559841,73682517,725696,595255,322,0,6,0,0
2022-04-30,1690906967,556606663,169308536,59978581,22357065,35563784,71382375,726467,570148,168,0,3,0,0
2022-05-01,1691315656,556844999,169334058,59985862,22357068,35569589,71386273,726495,570427,168,0,3,0,0
2022-05-02,1692007785,557075567,169359771,59992626,22358345,35577969,71393662,732035,572669,168,0,3,0,0
2022-05-03,1692861932,557431206,169449266,60004389,22360321,35595413,71410535,739115,575365,168,0,3,0,0
2022-05-04,1693713826,557724649,169484070,60026011,22363375,35610885,71422487,748426,578356,168,0,3,0,0
2022-05-05,1694637244,558058072,169565686,60052250,22366175,35626670,71447525,756034,580438,168,0,3,0,0
2022-05-06,1954918910,618759450,202115159,69596383,24214276,35654413,73778747,758218,616528,322,0,6,0,0
2022-05-07,1696980332,558957160,169697114,60109971,22369448,35657579,71475460,758665,588057,168,0,3,0,0
2022-05-08,1754387037,582669076,172529941,60139653,22369475,35662678,71477901,758943,593423,168,0,3,0,0
2022-05-09,1698003769,559382048,169762994,60122901,22371942,35671169,71491329,762141,590085,168,0,3,0,0
2022-05-10,1698995711,559752523,169803170,60144462,22374731,35690020,71549498,765793,592260,168,0,3,0,0
2022-05-11,1357728821,341514400,169825390,41421648,22379262,35704163,71559018,769409,594698,168,0,3,0,0
2022-05-12,1700840547,560515761,169854898,60179355,22384926,35717758,71568063,773821,596988,168,0,3,0,0
2022-05-13,1960923052,615621112,189772984,66198721,24233929,35744759,54097388,779034,634126,322,0,6,0,0
2022-05-14,1702680217,555670893,157305573,56692950,22391246,35747887,51790298,779677,603394,168,0,3,0,0
2022-05-15,1703727787,561824098,169878536,60222969,22391428,35753237,71589290,779823,603701,168,0,3,0,0
2022-05-16,1703705017,556134919,157314788,56699950,22395100,35770895,51803088,784458,605207,168,0,3,0,0
2022-05-17,1704661191,556537594,157326640,56717708,22399895,35789597,51812244,790633,607211,168,0,3,0,0
2022-05-18,1706064487,562753977,169931636,60267813,22400025,35807001,71612187,790732,609246,168,0,3,0,0
2022-05-19,1706367660,557216082,157339828,56754186,22403677,35824807,51826230,796626,611149,168,0,3,0,0
2022-05-20,1967939808,624221485,202444974,69832437,24252655,35856803,73946551,801430,648782,322,0,6,0,0
2022-05-21,1708652484,558228486,157357499,56793465,22408739,35861875,51843606,802167,616768,168,0,3,0,0
2022-05-22,1761306545,578341637,172809813,60288005,22409132,35868986,71645386,802280,624824,168,285,3,0,0
2022-05-23,1710230854,564638260,170040964,60330041,22413854,35890629,71655263,806687,618591,168,0,3,0,0
2022-05-24,1711168728,565071337,170073525,60346446,22418781,35909129,71665434,810881,620480,168,0,3,0,0
2022-05-25,1711897074,565340984,170118301,60366235,22420069,35927070,71676016,811272,622566,168,0,3,0,0
2022-05-26,1712641207,565794157,170161526,60388966,22422708,35946933,71691170,814782,623366,168,0,3,0,0
2022-05-27,1974036496,627093677,202676059,69942771,24270573,35978817,74021154,819648,661581,322,0,6,0,0
2022-05-28,1368719959,345395053,170259793,41648712,22426600,35987481,71720542,822060,627952,168,0,3,0,0
2022-05-29,1363098469,335705033,170299714,41590964,22426923,35996885,71725274,822516,628220,168,0,3,0,0
2022-05-30,1369357707,345698101,170319649,41654281,22428857,36026624,71734428,826326,629914,168,0,3,0,0
2022-05-31,1715654780,561441145,157449149,56905281,22432377,36057373,51920350,830836,632178,168,0,3,0,0
2022-06-01,1717051407,567904723,170469424,60477565,22434079,36079048,71766122,835720,633934,168,0,3,0,0
2022-06-02,1717722760,568289020,170538914,60495871,22435899,36099599,71776320,842165,635757,168,0,3,0,0
2022-06-03,1979403404,629493315,203058888,70047924,24282389,36119286,74100666,847958,676218,322,0,6,0,0
2022-06-04,1719638015,569072516,170668965,60532502,22437251,36122885,71796300,848954,643059,168,0,3,0,0
2022-06-05,1719909228,569224180,170675741,60536658,22437275,36128345,71799457,849027,644152,168,0,3,0,0
2022-06-06,1720209967,569483955,170705098,60540647,22438744,36144634,71807786,854794,644883,168,0,3,0,0
2022-06-07,1720885564,569838353,170749616,60552777,22440691,36158531,71817172,859534,647126,168,0,3,0,0
2022-06-08,1721420189,570124387,170803909,60567422,22441962,36170847,71827899,863787,649449,168,0,3,0,0
2022-06-09,1721986569,570438153,170863075,60583717,22443403,36185211,71837950,868406,651655,168,0,3,0,0
2022-06-10,1984143879,631800088,203377051,70137240,24289867,36213109,74163557,872117,692428,324,0,6,0,0
2022-06-11,1723822778,571192172,170944436,60619733,22444643,36216804,71855070,873017,658453,169,0,3,0,0
2022-06-12,1707782032,563811182,156544945,54971022,22444666,32972252,51997827,873082,659649,169,0,3,0,0
2022-06-13,1710663825,563990016,156639646,54972285,22445267,36239377,52003617,877292,661425,169,0,3,0,0
2022-06-14,1712096605,571099789,170146893,58585929,22446038,36254941,71876120,881876,663491,169,0,3,0,0
2022-06-15,1712853973,571531723,170243421,58611085,22446850,36270299,71888385,886248,665622,169,0,3,0,0
2022-06-16,1713407396,571849225,170279165,58628383,22447519,36286764,71913655,889906,666887,169,0,3,0,0
2022-06-17,1626144778,409746684,202807341,49380380,24292950,36314917,74243334,889997,707816,324,0,6,0,0
2022-06-18,1362608003,348866230,170277587,39855046,22447601,33068517,71934803,890116,672821,169,0,3,0,0
2022-06-19,1414953745,363189163,173114076,39818336,22447608,33072722,71936357,890137,686914,169,518,3,0,0
2022-06-20,1365571767,349063801,170416150,39862370,22447623,36338114,71941385,890247,676500,169,0,3,0,0
2022-06-21,1365983419,349273151,170444235,39877355,22448501,36349327,71953875,893048,678637,169,0,3,0,0
2022-06-22,1716788143,573429183,170473782,58712074,22449385,36362071,71967759,894894,680811,169,0,3,0,0
2022-06-23,1365241511,348976697,170254908,39618128,22450062,36375455,71979847,896905,682204,169,0,3,0,0
2022-06-24,1629518407,411211646,203024947,49462529,24296373,36400191,74325755,899240,725702,324,0,6,0,0
2022-06-25,1368257412,350202483,170566984,39933753,22451261,36402021,72014376,899410,692006,169,0,3,0,0
2022-06-26,1368423539,350278538,170571924,39934718,22451290,36406055,72017284,899463,693776,169,0,3,0,0
2022-06-27,1368863502,350432494,170597996,39937330,22451560,36417038,72027186,900345,695332,169,0,3,0,0
2022-06-28,1369497582,350643213,170620662,39945364,22452281,36429972,72039859,902073,697297,169,0,3,0,0
2022-06-29,1720709455,568335767,156692886,55103329,22453266,36441727,52089800,903423,699589,169,0,3,0,0
2022-06-30,1369208935,343760020,156702774,36286295,22454362,36457456,52096054,904689,701753,169,0,3,0,0
2022-07-01,1632233307,405350754,189174898,45833024,24300465,36472086,54417899,906250,745498,324,0,6,0,0
2022-07-02,1370603758,344231136,156703031,36298352,22455974,36462775,52104909,906461,709461,169,0,3,0,0
2022-07-03,1363962379,341811633,170691186,39930345,22456036,33217705,72078976,906476,711577,169,0,3,0,0
2022-07-04,1373018283,351834001,170791432,39993205,22458258,36481046,72084378,908194,713392,169,0,3,0,0
2022-07-05,1371917105,344718730,156703106,36304800,22460496,36492092,52117130,910337,715233,169,0,3,0,0
2022-07-06,1725502509,570198172,156703133,55133620,22465430,36501822,52122574,911878,717441,169,0,3,0,0
2022-07-07,1373253314,345187680,156703170,36315059,22468118,36512539,52128045,913392,719765,169,0,3,0,0
2022-07-08,1636867751,406910966,189175311,45863226,24316189,36536689,54450110,915143,765109,324,0,6,0,0
2022-07-09,1375032578,345768247,156703300,36327606,22471812,36537007,52137975,915314,728392,169,0,3,0,0
2022-07-10,1344756884,345884431,156611155,27272291,22471888,33290803,52141069,915318,730004,169,0,3,0,0
2022-07-11,1375864174,346116141,156703336,36328186,22474147,36551932,52146787,916764,732974,169,0,3,0,0
2022-07-12,1375141517,345676003,156441307,36039622,22476538,36562411,52152608,918321,734877,169,0,3,0,0
2022-07-13,1729956780,571777989,156441320,54868422,22481058,36571558,52158675,919816,737101,169,0,3,0,0
2022-07-14,1376569889,346251356,156441333,36050160,22483208,36580628,52164609,920975,739196,169,0,3,0,0
2022-07-15,1640696288,408213425,188913615,45600407,24330935,36602303,54486659,922080,786284,328,0,6,0,0
2022-07-16,1378610712,347072037,156441511,36061307,22485910,36601604,52174521,922144,751110,171,0,3,0,0
2022-07-17,1409603809,371683321,159254486,27004092,22486022,36605129,52177406,922169,772391,171,580,3,0,0
2022-07-18,1351330383,347486184,156441562,26981837,22488225,36615722,52183154,923472,755117,171,0,3,0,0
2022-07-19,1380252119,347813834,156441577,36067472,22490262,36626252,52189015,924775,757461,171,0,3,0,0
2022-07-20,1736562768,574782948,156441594,54896336,22492774,36635498,52194792,925925,759427,171,0,3,0,0
2022-07-21,1382106472,348511484,156441599,36078121,22494529,36644572,52200503,927434,761469,171,0,3,0,0
2022-07-22,1646697917,410609604,188913972,45631844,24342127,36666417,54523668,929018,809525,328,0,6,0,0
2022-07-23,1384316966,349424637,156441738,36090296,22497180,36664817,52211206,929207,772683,171,0,3,0,0
2022-07-24,1356587136,349712861,156441740,26985587,22497295,36667906,52214277,929236,775447,171,0,3,0,0
2022-07-25,1354817227,350007058,156349610,26985674,22499126,33428223,52219553,930363,777856,171,0,3,0,0
2022-07-26,1386361944,350345547,156441783,36095635,22500829,36686307,52225629,931819,780479,171,0,3,0,0
2022-07-27,1744009429,578142311,156441796,54924152,22504090,36695722,52231035,933039,783858,171,0,3,0,0
2022-07-28,1388146714,351024370,156441800,36105484,22506681,36705221,52234946,934439,786473,171,0,3,0,0
2022-07-29,1653547254,413201890,188914310,45659954,24354503,36726551,54556485,936004,838152,328,0,6,0,0
2022-07-30,1390542696,351910812,156441954,36116120,22509343,36724336,52242826,936210,799840,171,0,3,0,0
2022-07-31,1362740948,352181831,156441957,26988515,22509373,36727105,52244753,936217,802946,171,0,3,0,0
2022-08-01,1363407341,352427209,156442225,26988638,22511331,36736374,52248987,937722,806007,171,0,3,0,0
2022-08-02,1392308024,352711741,156442228,36120601,22513691,36745496,52252720,939085,808947,171,0,3,0,0
2022-08-03,1750224630,580640115,156442259,54956901,22516013,36754734,52256739,940400,819065,171,0,3,0,0
2022-08-04,1393829087,353340436,156442268,36127736,22517459,36764995,52260558,941606,814784,171,0,3,0,0
2022-08-05,1659901400,415584905,188914805,45683275,24364529,36787445,54582240,942905,866861,328,0,6,0,0
2022-08-06,1396171473,354179759,156442367,36136111,22519419,36787538,52267325,943048,830165,171,0,3,0,0
2022-08-07,1365744367,354427662,156350212,26991363,22519442,33542632,52269075,943056,833994,171,0,3,0,0
2022-08-08,1368936634,354707566,156442393,26991481,22521290,36805137,52273448,944649,836907,171,0,3,0,0
2022-08-09,1397827723,355013519,156442403,36139079,22523174,36815950,52278180,946266,839941,171,0,3,0,0
2022-08-10,1756900384,583681123,156442418,54985040,22524916,36825640,52282988,947982,853074,171,0,3,0,0
2022-08-11,1398923601,355562625,156442423,36142835,22526322,36836274,52287893,949374,844893,171,0,3,0,0
2022-08-12,1665141810,417778148,188915019,45700436,24373422,36858697,54610396,950783,896585,328,0,6,0,0
2022-08-13,1400416200,356110713,156442517,36151017,22528288,36859237,52296106,950977,854751,171,0,3,0,0
2022-08-14,1457561526,381005247,159163835,36174026,22528395,33614877,52298269,951000,878901,171,863,3,0,0
2022-08-15,1400766265,356318065,156442536,36151580,22528432,36877856,52301476,951071,858486,171,0,3,0,0
2022-08-16,1401257302,356539190,156442541,36154162,22529597,36892825,52306251,952038,860727,171,0,3,0,0
2022-08-17,1761117506,585617510,156442557,55013133,22531056,36905041,52310760,953065,875378,171,0,3,0,0
2022-08-18,1402448000,357128110,156442725,36160148,22532487,36919450,52315467,954295,865617,171,0,3,0,0
2022-08-19,1669222127,419455804,188915370,45719277,24380140,36944511,54637826,955480,917576,328,0,6,0,0
2022-08-20,1404300618,357926390,156442805,36167652,22534930,36947284,52323326,955555,875936,171,0,3,0,0
2022-08-21,1404525167,358167083,156442807,36167922,22534938,36954259,52325524,955606,878440,171,0,3,0,0
2022-08-22,1405064066,358420833,156442821,36168325,22538471,36969889,52330190,956764,880868,171,0,3,0,0
2022-08-23,1405721912,358695496,156442903,36171135,22540699,36983278,52334787,958021,883195,171,0,3,0,0
2022-08-24,1766493015,588217560,156442918,55040888,22542938,36996512,52339132,959024,899971,171,0,3,0,0
2022-08-25,1406888240,359262410,156442938,36176900,22545192,37005005,52343552,960067,888297,171,0,3,0,0
2022-08-26,1674076729,421623148,188915613,45738008,24393871,37031746,54665391,961278,941153,328,0,6,0,50
2022-08-27,1408645726,359993545,156442988,36184464,22548704,37036715,52350197,961362,899334,171,0,3,0,25
2022-08-28,1408845291,360194784,156442990,36184824,22548789,37044798,52352080,961392,901789,171,0,3,0,25
2022-08-29,1409327876,360409151,156443006,36185120,22552205,37065546,52355322,962314,903571,171,0,3,0,25
2022-08-30,1409894746,360637562,156443014,36187767,22554622,37084041,52357626,963283,905703,171,0,3,0,25
2022-08-31,1763220494,590450990,155893346,55065288,22557205,11156106,52361509,964154,925719,171,0,3,0,25
2022-09-01,1402757398,361053711,155893373,36192454,22559176,11171457,52364895,965077,909496,171,0,3,0,25
2022-09-02,1670130840,423339219,188366121,45754046,24404797,11201626,54685122,965209,961437,328,0,6,0,328
2022-09-03,1404109181,361579067,155893506,36198581,22559572,11210986,52368856,965313,918426,171,0,3,0,164
2022-09-04,1398231056,351764801,155893573,36136484,22559611,11219880,52369958,965321,919661,171,0,3,0,164
2022-09-05,1404563781,361850799,155893914,36199240,22562183,11238750,52372806,966370,921378,171,0,3,3,164
2022-09-06,1404996191,362021377,155894426,36201206,22564819,11256145,52375913,967294,923369,171,0,3,3,164
2022-09-07,1766712692,591995768,155895035,55085567,22567470,11271237,52378980,968247,946260,171,0,3,5,164
2022-09-08,1405756773,362357525,155895643,36206251,22569441,11287607,52381748,969319,927428,171,0,3,8,164
2022-09-09,1673601764,424692321,188369015,45769693,24416982,11319051,54702922,970334,980515,334,0,6,8,552
2022-09-10,1407053367,362837234,155897104,36212620,22571783,11325126,52386326,970458,934375,174,0,3,8,276
2022-09-11,1464841389,388075118,158619396,36236020,22571818,8085943,52387480,970488,959297,174,863,3,8,276
2022-09-12,1407447301,363050855,155898791,36213237,22573768,11343940,52390018,971728,936661,174,0,3,8,276
2022-09-13,1407852946,363203765,155900256,36215451,22575679,11365761,52392881,972651,938273,174,0,3,24,318
2022-09-14,1770750885,594037606,155901622,55106462,22577546,11382193,52395498,973548,963980,174,0,3,35,344
2022-09-15,1408613598,363484938,155903050,36220603,22579224,11399452,52398262,974436,941391,174,0,3,42,402
2022-09-16,1678210929,425884355,188377416,45785451,24426735,11431234,54719464,975533,994553,334,0,6,53,938
2022-09-17,1382130436,363874251,155906008,27007746,22581448,11441990,52402633,975667,948249,174,0,3,58,583
2022-09-18,1410563959,363924905,155906935,36226473,22581467,11450765,52403528,975708,949167,174,0,3,58,585
2022-09-19,1410720868,363969851,155908818,36226741,22583898,11467193,52405852,976750,950116,174,0,3,62,609
2022-09-20,1411094351,364083213,155910624,36228697,22585675,11480346,52408191,977759,951599,174,0,3,74,663
2022-09-21,1776248563,595977450,155912522,55126730,22587096,11492051,52410338,978296,980212,174,0,3,80,723
2022-09-22,1411842711,364311438,155914424,36232798,22588977,11505249,52412654,979390,954676,174,0,3,86,807
2022-09-23,1682873073,427121304,188389079,45798293,24435945,11533082,54733517,980782,1007553,334,0,6,92,1466
2022-09-24,1413738199,364806445,155918056,36238169,22590825,11539270,52416329,980905,960448,174,0,3,97,1050
2022-09-25,1405272773,354926861,155827578,36175706,22590874,8296610,52417346,980945,961259,174,0,3,97,1082
2022-09-26,1414114150,364953561,155921616,36238635,22592972,11557991,52419373,981704,963200,174,0,3,101,1160
2022-09-27,1414531776,365046165,155923587,36240825,22594591,11570040,52421528,982605,964904,174,0,3,104,1226
2022-09-28,1782143809,598075103,155925443,55145904,22596189,11580592,52423497,983335,996901,174,0,3,107,1576
2022-09-29,1415375443,365213433,155927145,36245270,22597744,11592367,52425519,984137,968253,174,0,3,111,1660
2022-09-30,1688643658,428749135,188401745,45812187,24444519,11624608,54746441,985006,1023376,336,0,6,112,2590
2022-10-01,1389406158,365844015,155930301,27011816,22599144,11626602,52428407,985151,973456,175,0,3,113,2039
2022-10-02,1380926294,355917727,155838617,26949021,22599144,8384686,52428698,985169,973317,175,0,3,113,2073
2022-10-03,1389721709,365898145,155932195,27011866,22599325,11651549,52430133,986010,974533,175,0,3,114,2121
2022-10-04,1418430138,365945716,155933695,36252836,22599427,11655745,52431734,986917,975680,175,0,3,123,2237
2022-10-05,1788851081,600446420,155935079,55167093,22599508,11665255,52433288,987677,1009711,175,0,3,131,2327
2022-10-06,1419067546,366043045,155936315,36257625,22599659,11674335,52434828,988467,977866,175,0,3,138,2475
2022-10-07,1695266438,430171529,188410312,45825657,24445044,11695035,54754496,988541,1031195,336,0,6,142,3498
